acquisition_function,dataset_name,model_name,mean_and_stats_for_last_iter,cycle,budget
entropy,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.08333333333333333, 'Precision_std': 0.14433756729740646, 'Recall_mean': 0.3333333333333333, 'Recall_std': 0.5773502691896258, 'F1-score_mean': 0.13333333333333333, 'F1-score_std': 0.23094010767585033, 'Accuracy_mean': 0.6753501400560223, 'Accuracy_std': 0.22785715964423686, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.12222222222222219, 'Precision_std': 0.10715167512214394, 'Recall_mean': 0.3055555555555555, 'Recall_std': 0.33678765702728164, 'F1-score_mean': 0.1692307692307692, 'F1-score_std': 0.15613679330911104, 'Accuracy_mean': 0.7974789915966386, 'Accuracy_std': 0.07852085731538352, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
margin_sampling,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0625, 'Precision_std': 0.125, 'Recall_mean': 0.08333333333333333, 'Recall_std': 0.16666666666666666, 'F1-score_mean': 0.07142857142857142, 'F1-score_std': 0.14285714285714285, 'Accuracy_mean': 0.7621848739495798, 'Accuracy_std': 0.14833301529434267, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
entropy,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0625, 'Precision_std': 0.125, 'Recall_mean': 0.25, 'Recall_std': 0.5, 'F1-score_mean': 0.1, 'F1-score_std': 0.2, 'Accuracy_mean': 0.7050420168067226, 'Accuracy_std': 0.19529214094276282, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
least_confidence,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.09166666666666665, 'Precision_std': 0.10671873729054747, 'Recall_mean': 0.22916666666666666, 'Recall_std': 0.3145764348029479, 'F1-score_mean': 0.12692307692307692, 'F1-score_std': 0.15301055125985322, 'Accuracy_mean': 0.8039915966386555, 'Accuracy_std': 0.06542175570935933, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
margin_sampling,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.884593837535014, 'Accuracy_std': 0.0019406731737466344, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
entropy,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3333333333333333, 'Precision_std': 0.5773502691896258, 'Recall_mean': 0.08333333333333333, 'Recall_std': 0.14433756729740646, 'F1-score_mean': 0.13333333333333333, 'F1-score_std': 0.23094010767585033, 'Accuracy_mean': 0.903921568627451, 'Accuracy_std': 0.015818272160779284, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
least_confidence,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8943977591036414, 'Accuracy_std': 0.015040217096536416, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
margin_sampling,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.884593837535014, 'Accuracy_std': 0.0019406731737466344, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
entropy,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3333333333333333, 'Precision_std': 0.5773502691896258, 'Recall_mean': 0.08333333333333333, 'Recall_std': 0.14433756729740646, 'F1-score_mean': 0.13333333333333333, 'F1-score_std': 0.23094010767585033, 'Accuracy_mean': 0.903921568627451, 'Accuracy_std': 0.015818272160779284, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
least_confidence,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8943977591036414, 'Accuracy_std': 0.015040217096536416, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
margin_sampling,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.884593837535014, 'Accuracy_std': 0.0019406731737466344, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
entropy,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.3333333333333333, 'Precision_std': 0.5773502691896258, 'Recall_mean': 0.08333333333333333, 'Recall_std': 0.14433756729740646, 'F1-score_mean': 0.13333333333333333, 'F1-score_std': 0.23094010767585033, 'Accuracy_mean': 0.903921568627451, 'Accuracy_std': 0.015818272160779284, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8943977591036414, 'Accuracy_std': 0.015040217096536416, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
margin_sampling,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8913865546218487, 'Accuracy_std': 0.01367753011080478, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
entropy,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.25, 'Precision_std': 0.5, 'Recall_mean': 0.0625, 'Recall_std': 0.125, 'F1-score_mean': 0.1, 'F1-score_std': 0.2, 'Accuracy_mean': 0.9058823529411764, 'Accuracy_std': 0.013497796978326884, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
least_confidence,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8987394957983192, 'Accuracy_std': 0.015040217096536416, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
margin_sampling,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0625, 'Precision_std': 0.125, 'Recall_mean': 0.08333333333333333, 'Recall_std': 0.16666666666666666, 'F1-score_mean': 0.07142857142857142, 'F1-score_std': 0.14285714285714285, 'Accuracy_mean': 0.7621848739495798, 'Accuracy_std': 0.14833301529434267, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
entropy,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0625, 'Precision_std': 0.125, 'Recall_mean': 0.25, 'Recall_std': 0.5, 'F1-score_mean': 0.1, 'F1-score_std': 0.2, 'Accuracy_mean': 0.7050420168067226, 'Accuracy_std': 0.19529214094276282, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
least_confidence,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.09166666666666665, 'Precision_std': 0.10671873729054747, 'Recall_mean': 0.22916666666666666, 'Recall_std': 0.3145764348029479, 'F1-score_mean': 0.12692307692307692, 'F1-score_std': 0.15301055125985322, 'Accuracy_mean': 0.8039915966386555, 'Accuracy_std': 0.06542175570935933, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
margin_sampling,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0625, 'Precision_std': 0.125, 'Recall_mean': 0.08333333333333333, 'Recall_std': 0.16666666666666666, 'F1-score_mean': 0.07142857142857142, 'F1-score_std': 0.14285714285714285, 'Accuracy_mean': 0.7621848739495798, 'Accuracy_std': 0.14833301529434267, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
entropy,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0625, 'Precision_std': 0.125, 'Recall_mean': 0.25, 'Recall_std': 0.5, 'F1-score_mean': 0.1, 'F1-score_std': 0.2, 'Accuracy_mean': 0.7050420168067226, 'Accuracy_std': 0.19529214094276282, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
least_confidence,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.09166666666666665, 'Precision_std': 0.10671873729054747, 'Recall_mean': 0.22916666666666666, 'Recall_std': 0.3145764348029479, 'F1-score_mean': 0.12692307692307692, 'F1-score_std': 0.15301055125985322, 'Accuracy_mean': 0.8039915966386555, 'Accuracy_std': 0.06542175570935933, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
margin_sampling,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0625, 'Precision_std': 0.125, 'Recall_mean': 0.08333333333333333, 'Recall_std': 0.16666666666666666, 'F1-score_mean': 0.07142857142857142, 'F1-score_std': 0.14285714285714285, 'Accuracy_mean': 0.7621848739495798, 'Accuracy_std': 0.14833301529434267, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
entropy,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0625, 'Precision_std': 0.125, 'Recall_mean': 0.25, 'Recall_std': 0.5, 'F1-score_mean': 0.1, 'F1-score_std': 0.2, 'Accuracy_mean': 0.7050420168067226, 'Accuracy_std': 0.19529214094276282, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.09166666666666665, 'Precision_std': 0.10671873729054747, 'Recall_mean': 0.22916666666666666, 'Recall_std': 0.3145764348029479, 'F1-score_mean': 0.12692307692307692, 'F1-score_std': 0.15301055125985322, 'Accuracy_mean': 0.8039915966386555, 'Accuracy_std': 0.06542175570935933, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
margin_sampling,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.07666666666666666, 'Precision_std': 0.11279282877125754, 'Recall_mean': 0.2, 'Recall_std': 0.2981423969999719, 'F1-score_mean': 0.10158730158730159, 'F1-score_std': 0.1409037525153787, 'Accuracy_mean': 0.7273949579831933, 'Accuracy_std': 0.15017890609028609, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
entropy,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.05, 'Precision_std': 0.1118033988749895, 'Recall_mean': 0.2, 'Recall_std': 0.447213595499958, 'F1-score_mean': 0.08, 'F1-score_std': 0.1788854381999832, 'Accuracy_mean': 0.7287394957983192, 'Accuracy_std': 0.17723464048625417, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
least_confidence,glass-0-1-5_vs_2,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.10666666666666665, 'Precision_std': 0.0983192080250175, 'Recall_mean': 0.31666666666666665, 'Recall_std': 0.33541019662496846, 'F1-score_mean': 0.15487179487179487, 'F1-score_std': 0.14650879076873877, 'Accuracy_mean': 0.7784873949579831, 'Accuracy_std': 0.0803885943832416, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
margin_sampling,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8913865546218487, 'Accuracy_std': 0.01367753011080478, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
entropy,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.25, 'Precision_std': 0.5, 'Recall_mean': 0.0625, 'Recall_std': 0.125, 'F1-score_mean': 0.1, 'F1-score_std': 0.2, 'Accuracy_mean': 0.9058823529411764, 'Accuracy_std': 0.013497796978326884, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
least_confidence,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8987394957983192, 'Accuracy_std': 0.015040217096536416, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,30
margin_sampling,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8913865546218487, 'Accuracy_std': 0.01367753011080478, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
entropy,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.25, 'Precision_std': 0.5, 'Recall_mean': 0.0625, 'Recall_std': 0.125, 'F1-score_mean': 0.1, 'F1-score_std': 0.2, 'Accuracy_mean': 0.9058823529411764, 'Accuracy_std': 0.013497796978326884, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
least_confidence,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8987394957983192, 'Accuracy_std': 0.015040217096536416, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,40
margin_sampling,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8913865546218487, 'Accuracy_std': 0.01367753011080478, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
entropy,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.25, 'Precision_std': 0.5, 'Recall_mean': 0.0625, 'Recall_std': 0.125, 'F1-score_mean': 0.1, 'F1-score_std': 0.2, 'Accuracy_mean': 0.9058823529411764, 'Accuracy_std': 0.013497796978326884, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
least_confidence,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8987394957983192, 'Accuracy_std': 0.015040217096536416, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,60
margin_sampling,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8954621848739496, 'Accuracy_std': 0.014945231085807139, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
entropy,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.2, 'Precision_std': 0.447213595499958, 'Recall_mean': 0.05, 'Recall_std': 0.1118033988749895, 'F1-score_mean': 0.08, 'F1-score_std': 0.1788854381999832, 'Accuracy_mean': 0.9011764705882352, 'Accuracy_std': 0.015727985759458, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
least_confidence,glass-0-1-5_vs_2,KNN,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.0, 'Precision_std': 0.0, 'Recall_mean': 0.0, 'Recall_std': 0.0, 'F1-score_mean': 0.0, 'F1-score_std': 0.0, 'Accuracy_mean': 0.8954621848739496, 'Accuracy_std': 0.014945231085807125, 'Labelled Samples_mean': 83.0, 'Labelled Samples_std': 0.0}",6,70
margin_sampling,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6714542483660131, 'Precision_std': 0.4014420761349622, 'Recall_mean': 0.6190476190476191, 'Recall_std': 0.37829762818453916, 'F1-score_mean': 0.6186090738529763, 'F1-score_std': 0.35615428910380437, 'Accuracy_mean': 0.9782803133717135, 'Accuracy_std': 0.017151568081347438, 'Labelled Samples_mean': 282.0, 'Labelled Samples_std': 0.0}",4,30
entropy,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7188703703703704, 'Precision_std': 0.33068578718945324, 'Recall_mean': 0.680952380952381, 'Recall_std': 0.2978464739523626, 'F1-score_mean': 0.6679667776808046, 'F1-score_std': 0.2724648038273893, 'Accuracy_mean': 0.9748335212772272, 'Accuracy_std': 0.021631573567390577, 'Labelled Samples_mean': 282.0, 'Labelled Samples_std': 0.0}",4,30
least_confidence,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.5714285714285714, 'Recall_std': nan, 'F1-score_mean': 0.7272727272727273, 'F1-score_std': nan, 'Accuracy_mean': 0.9845094664371772, 'Accuracy_std': nan, 'Labelled Samples_mean': 262.0, 'Labelled Samples_std': nan}",2,30
margin_sampling,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.6714542483660131, 'Precision_std': 0.4014420761349622, 'Recall_mean': 0.6190476190476191, 'Recall_std': 0.37829762818453916, 'F1-score_mean': 0.6186090738529763, 'F1-score_std': 0.35615428910380437, 'Accuracy_mean': 0.9782803133717135, 'Accuracy_std': 0.017151568081347438, 'Labelled Samples_mean': 282.0, 'Labelled Samples_std': 0.0}",4,40
entropy,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': 0.0, 'Precision_mean': 0.7188703703703704, 'Precision_std': 0.33068578718945324, 'Recall_mean': 0.680952380952381, 'Recall_std': 0.2978464739523626, 'F1-score_mean': 0.6679667776808046, 'F1-score_std': 0.2724648038273893, 'Accuracy_mean': 0.9748335212772272, 'Accuracy_std': 0.021631573567390577, 'Labelled Samples_mean': 282.0, 'Labelled Samples_std': 0.0}",4,40
least_confidence,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.6666666666666666, 'Recall_std': nan, 'F1-score_mean': 0.8, 'F1-score_std': nan, 'Accuracy_mean': 0.9879518072289156, 'Accuracy_std': nan, 'Labelled Samples_mean': 272.0, 'Labelled Samples_std': nan}",3,40
margin_sampling,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 0.0, 'Precision_std': nan, 'Recall_mean': 0.0, 'Recall_std': nan, 'F1-score_mean': 0.0, 'F1-score_std': nan, 'Accuracy_mean': 0.963855421686747, 'Accuracy_std': nan, 'Labelled Samples_mean': 292.0, 'Labelled Samples_std': nan}",5,60
entropy,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.5238095238095238, 'Recall_std': nan, 'F1-score_mean': 0.6875000000000001, 'F1-score_std': nan, 'Accuracy_mean': 0.982788296041308, 'Accuracy_std': nan, 'Labelled Samples_mean': 292.0, 'Labelled Samples_std': nan}",5,60
least_confidence,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.5714285714285714, 'Recall_std': nan, 'F1-score_mean': 0.7272727272727273, 'F1-score_std': nan, 'Accuracy_mean': 0.9845094664371772, 'Accuracy_std': nan, 'Labelled Samples_mean': 292.0, 'Labelled Samples_std': nan}",5,60
margin_sampling,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.5714285714285714, 'Recall_std': nan, 'F1-score_mean': 0.7272727272727273, 'F1-score_std': nan, 'Accuracy_mean': 0.9845094664371772, 'Accuracy_std': nan, 'Labelled Samples_mean': 302.0, 'Labelled Samples_std': nan}",6,70
entropy,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.5714285714285714, 'Recall_std': nan, 'F1-score_mean': 0.7272727272727273, 'F1-score_std': nan, 'Accuracy_mean': 0.9845094664371772, 'Accuracy_std': nan, 'Labelled Samples_mean': 302.0, 'Labelled Samples_std': nan}",6,70
least_confidence,kr-vs-k-zero-one_vs_draw,decision_tree,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 0.76, 'Precision_std': nan, 'Recall_mean': 0.9047619047619048, 'Recall_std': nan, 'F1-score_mean': 0.8260869565217391, 'F1-score_std': nan, 'Accuracy_mean': 0.9862306368330463, 'Accuracy_std': nan, 'Labelled Samples_mean': 302.0, 'Labelled Samples_std': nan}",6,70
margin_sampling,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.1904761904761904, 'Recall_std': nan, 'F1-score_mean': 0.32, 'F1-score_std': nan, 'Accuracy_mean': 0.9707401032702238, 'Accuracy_std': nan, 'Labelled Samples_mean': 262.0, 'Labelled Samples_std': nan}",2,30
entropy,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.0476190476190476, 'Recall_std': nan, 'F1-score_mean': 0.0909090909090909, 'F1-score_std': nan, 'Accuracy_mean': 0.965576592082616, 'Accuracy_std': nan, 'Labelled Samples_mean': 262.0, 'Labelled Samples_std': nan}",2,30
least_confidence,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 0.0, 'Precision_std': nan, 'Recall_mean': 0.0, 'Recall_std': nan, 'F1-score_mean': 0.0, 'F1-score_std': nan, 'Accuracy_mean': 0.963855421686747, 'Accuracy_std': nan, 'Labelled Samples_mean': 262.0, 'Labelled Samples_std': nan}",2,30
margin_sampling,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.1904761904761904, 'Recall_std': nan, 'F1-score_mean': 0.32, 'F1-score_std': nan, 'Accuracy_mean': 0.9707401032702238, 'Accuracy_std': nan, 'Labelled Samples_mean': 272.0, 'Labelled Samples_std': nan}",3,40
entropy,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 0.0, 'Precision_std': nan, 'Recall_mean': 0.0, 'Recall_std': nan, 'F1-score_mean': 0.0, 'F1-score_std': nan, 'Accuracy_mean': 0.963855421686747, 'Accuracy_std': nan, 'Labelled Samples_mean': 272.0, 'Labelled Samples_std': nan}",3,40
least_confidence,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 0.0, 'Precision_std': nan, 'Recall_mean': 0.0, 'Recall_std': nan, 'F1-score_mean': 0.0, 'F1-score_std': nan, 'Accuracy_mean': 0.963855421686747, 'Accuracy_std': nan, 'Labelled Samples_mean': 272.0, 'Labelled Samples_std': nan}",3,40
margin_sampling,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.2857142857142857, 'Recall_std': nan, 'F1-score_mean': 0.4444444444444445, 'F1-score_std': nan, 'Accuracy_mean': 0.974182444061962, 'Accuracy_std': nan, 'Labelled Samples_mean': 292.0, 'Labelled Samples_std': nan}",5,60
entropy,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 0.0, 'Precision_std': nan, 'Recall_mean': 0.0, 'Recall_std': nan, 'F1-score_mean': 0.0, 'F1-score_std': nan, 'Accuracy_mean': 0.963855421686747, 'Accuracy_std': nan, 'Labelled Samples_mean': 292.0, 'Labelled Samples_std': nan}",5,60
least_confidence,kr-vs-k-zero-one_vs_draw,KNN,"{'Class_mean': 1.0, 'Class_std': nan, 'Precision_mean': 1.0, 'Precision_std': nan, 'Recall_mean': 0.0952380952380952, 'Recall_std': nan, 'F1-score_mean': 0.1739130434782608, 'F1-score_std': nan, 'Accuracy_mean': 0.9672977624784854, 'Accuracy_std': nan, 'Labelled Samples_mean': 292.0, 'Labelled Samples_std': nan}",5,60
